,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162.8,,,,,1162.3,,,,,1162.6,,,,,,,,,,,,,,,,,,,,
,1843.6,,1845.4,,1845.4,,1845.5,,1844.6,,,,,,,,,,,,680.8,,682.9,,683.1,,683.1,,682.0,
,,,,,1845.2,,,,,,,,,,,,,,,,,,,,682.9,,,,,
,1844.7,,1844.8,,1844.8,,1845.0,,1844.6,,,,,,,,,,,,682.7,,682.7,,682.5,,683.1,,682.9,
,,,,,1844.0,,,,,,,,,,,,,,,,,,,,681.7,,,,,
1161.2,1844.2,1844.5,1844.2,1843.9,1843.9,1843.9,1843.9,1844.4,1843.9,1160.8,,,,,,,,,,,683.0,683.3,683.0,682.7,682.1,683.1,683.1,683.6,683.1,
,,,,,1843.8,,,,,,,,,,,,,,,,,,,,682.2,,,,,
,1844.4,,1844.5,,1843.9,,1843.6,,1843.7,,,,,,,,,,,,682.7,,682.8,,682.3,,682.4,,682.8,
,,,,,1844.5,,,,,,,,,,,,,,,,,,,,682.9,,,,,
,1842.5,,1844.8,,1844.3,,1844.2,,1843.1,,,,,,,,,,,,680.3,,682.9,,682.7,,682.9,,682.0,
1162.2,,,,,1161.6,,,,,1161.1,,,,,,,,,,,,,,,0.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,682.3,,682.8,,682.9,,682.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,682.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,682.9,,682.4,,682.6,,683.2,,,,,,,,,,,,,,,,,,,,,,
,,,683.0,,,,683.3,,,,,,,,,,,,,,,,,,,,,,,
,,683.0,,682.5,,682.5,,683.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,682.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,682.2,,682.7,,682.6,,682.5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
